customer_dim_id,customer_id,customer_first_name,customer_last_name,customer_type,customer_store_state,customer_store_city,customer_store_street,customer_store_zipcode,customer_store_latitude,customer_store_longitude
4581,4624,Kenneth,Matthews,Consumer,Oklahoma,Lawton,1613 Quaking Key,73505,34.6215935,-98.4692917
4582,4625,Mary,Smith,Consumer,Florida,Oviedo,7797 Merry Fox Edge,32765,28.6221771,-81.2075577
4583,4626,Brian,Clark,Corporate,Puerto Rico,Caguas,1966 Clear Isle,00725,18.2096672,-66.3705750
4584,4627,Eric,Lang,Corporate,Illinois,Arlington Heights,6317 Golden Bear Dell,60004,42.1339760,-87.9823303
4585,4628,Mary,Smith,Corporate,Georgia,Duluth,9741 Honey Goose Landing,30096,34.0069542,-84.1764908
4586,4629,Kimberly,Davis,Consumer,Puerto Rico,Caguas,9741 Green Road,00725,18.2117825,-66.3705673
4587,4630,Mary,Stark,Home Office,Illinois,Chicago,8298 Crystal Autumn Drive,60621,41.7727699,-87.6350327
4588,4631,Carol,Smith,Home Office,Puerto Rico,Caguas,5995 Hazy Avenue,00725,18.2736988,-66.3705292
4589,4632,Brandon,Baldwin,Home Office,Virginia,Virginia Beach,7988 High Jetty,23455,36.9108315,-76.1295853
4590,4633,Mary,Smith,Home Office,Puerto Rico,Caguas,9768 Indian Lake Pathway,00725,18.2732029,-66.3705597
4591,4634,Peter,Greene,Home Office,California,San Diego,6864 High Gate Canyon,92117,32.7966232,-117.1978149
4592,4635,Mary,Gamble,Corporate,Puerto Rico,Caguas,9809 Amber Hills Farms,00725,18.2755547,-66.3706360
4593,4636,Karen,Smith,Corporate,New York,Yonkers,5872 Umber Glade,10701,40.9353104,-73.8874588
4594,4637,Mary,Hamilton,Corporate,California,Folsom,1014 Easy Spring Cape,95630,38.6685677,-121.1826630
4595,4638,Donald,Hayes,Corporate,Puerto Rico,Caguas,7542 Rocky Fox Pike,00725,18.2150230,-66.3705673
4596,4639,Kevin,Smith,Home Office,California,Los Angeles,4029 Lazy Hickory Impasse,90044,33.9792938,-118.2890930
4597,4640,Eric,Landry,Consumer,New York,Bronx,4896 Easy Landing,10472,40.8299103,-73.8753662
4598,4641,Rachel,Smith,Consumer,Puerto Rico,Caguas,3369 Clear Fox Landing,00725,18.2890186,-66.3705750
4599,4642,Mary,Nunez,Corporate,New York,New York,3922 Easy Manor,10002,40.7154617,-73.9900665
4600,4643,Louis,Smith,Consumer,California,South San Francisco,9015 Round Lagoon Square,94080,37.6577416,-122.4140701
4601,4644,Mary,Dixon,Corporate,Puerto Rico,Caguas,9794 Fallen Wagon  Front,00725,18.2989883,-66.3706055
4602,4645,Steven,Smith,Corporate,California,Los Angeles,3907 Rustic Via,90044,33.9792938,-118.2890930
4603,4646,Arthur,Ramos,Home Office,Pennsylvania,Williamsport,2805 Dewy Impasse,17701,41.2440605,-77.0076675
4604,4647,Mary,Smith,Consumer,Puerto Rico,Caguas,1 Crystal Gate,00725,18.2382488,-66.3705292
4605,4648,Ryan,Daniel,Consumer,New Jersey,Jersey City,9493 Harvest Prairie Corner,07305,40.7060204,-74.0868530
4606,4649,Diana,French,Consumer,South Carolina,Goose Creek,1782 High River Rise,29445,33.0406075,-80.0741806
4607,4650,Mary,Smith,Consumer,Pennsylvania,Hanover,7683 Sunny Sky Field,17331,39.8031616,-77.0059891
4608,4651,Gerald,Wright,Corporate,Puerto Rico,Caguas,4806 Dusty Bear Avenue,00725,18.2953167,-66.3705521
4609,4652,Mary,Smith,Consumer,Colorado,Aurora,2816 Bright Acres,80015,39.7422104,-104.8376007
4610,4653,John,Brady,Consumer,Puerto Rico,Caguas,8771 Dewy Blossom Point,00725,18.2437477,-66.3705444
4611,4654,Alexander,Smith,Consumer,California,Oakland,4647 Misty Branch Gardens,94601,37.7706718,-122.2113724
4612,4655,Mary,Harper,Consumer,Missouri,Florissant,7613 Amber Willow Manor,63031,38.7966003,-90.3464050
4613,4656,Eric,Smith,Consumer,Puerto Rico,Caguas,1185 Grand Grove Forest,00725,18.2638111,-66.3705139
4614,4657,Mary,Shaw,Corporate,Illinois,Chicago,4388 Burning Goose Ridge,60619,41.8952751,-87.7357101
4615,4658,Sarah,Gallegos,Consumer,Washington,Seattle,8864 Silver Highlands,98115,47.6786995,-122.3217621
4616,4659,Paul,Smith,Consumer,Puerto Rico,Caguas,5913 Red Robin Corner,00725,18.2980061,-66.3706284
4617,4660,Maria,Higgins,Consumer,New York,New York,1407 Crystal Campus,10003,40.6379852,-73.9452820
4618,4661,Mildred,Smith,Consumer,Texas,Weslaco,1439 Silent Pathway,78596,26.1457996,-97.9582520
4619,4662,Mary,Zimmerman,Consumer,Puerto Rico,Caguas,4556 Tawny Dale Pathway,00725,18.2606163,-66.3706131
4620,4663,Paul,Smith,Corporate,Georgia,Columbus,6422 Sleepy Swale,31907,32.5208283,-84.8865738
4621,4664,Mary,Cole,Consumer,Puerto Rico,Caguas,2991 Silver Circuit,00725,18.2630253,-66.3705826
4622,4665,Jessica,York,Consumer,California,Escondido,3982 Middle Horse Line,92025,33.1269150,-117.0750580
4623,4666,Mary,Smith,Corporate,Puerto Rico,Manati,340 Velvet Barn Gate,00674,18.4301300,-66.4873123
4624,4667,Cheryl,Gonzalez,Corporate,Puerto Rico,Caguas,5375 Iron Cloud Mews,00725,18.2794972,-66.3705750
4625,4668,Mary,Schwartz,Corporate,Pennsylvania,Mechanicsburg,4263 Old Robin Mount,17055,40.2114525,-77.0072937
4626,4669,Robert,Smith,Consumer,Puerto Rico,Humacao,4905 Lazy Stead,00791,18.1501503,-65.8259506
4627,4670,Sharon,Bailey,Home Office,Puerto Rico,Caguas,3890 Jagged Apple Dell,00725,18.2579193,-66.3706284
4628,4671,Eric,Diaz,Consumer,Arizona,Chandler,281 Middle Blossom Ledge,85225,33.2992821,-111.8414688
4629,4672,Mary,Smith,Consumer,Michigan,Detroit,7800 Tawny Creek Trace,48235,42.4381981,-83.1787338
4630,4673,Wayne,Hodges,Home Office,Puerto Rico,Caguas,7509 Iron Concession,00725,18.2011166,-66.3705902
4631,4674,Mary,Lynn,Consumer,New York,Jamaica,7694 Velvet Turnabout,11434,40.7017098,-73.8084183
4632,4675,Jessica,Smith,Home Office,Puerto Rico,Caguas,9792 Cozy Corners,00725,18.2311363,-66.3705673
4633,4676,Donna,Randolph,Home Office,California,Reseda,3902 Umber Valley,91335,34.1863594,-118.5360184
4634,4677,Timothy,Smith,Home Office,Florida,Valrico,8344 Noble Mountain Gate,33594,27.9893456,-82.2529831
4635,4678,Mary,Jones,Corporate,California,La Mirada,1983 Quiet Beach,90638,33.9031601,-117.9898758
4636,4679,Sarah,Simpson,Corporate,Puerto Rico,Caguas,5840 Indian Walk,00725,18.2223530,-66.3704987
4637,4680,Gloria,Wall,Corporate,Pennsylvania,Carlisle,8566 Shady Bay,17013,40.1992416,-77.1897965
4638,4681,Mary,Smith,Corporate,Georgia,Marietta,119 Sunny Ridge,30066,33.9536285,-84.5235291
4639,4682,Marilyn,Morales,Corporate,Puerto Rico,Caguas,7094 Misty Wynd,00725,18.2175694,-66.3705368
4640,4683,Mary,Lang,Corporate,California,Cerritos,3200 Amber Bend,90703,33.8154182,-118.1770935
4641,4684,Ann,Smith,Corporate,California,San Ramon,2841 Silent Deer Chase,94583,37.7663155,-121.9703751
4642,4685,Tyler,Holt,Corporate,Puerto Rico,Caguas,9494 Thunder Inlet,00725,18.2394676,-66.3705292
4643,4686,Mary,Smith,Corporate,Ohio,Reynoldsburg,4166 Iron Pioneer Byway,43068,39.9542008,-82.8127594
4644,4687,Evelyn,Edwards,Corporate,Puerto Rico,Caguas,346 Rocky Embers Maze,00725,18.2809105,-66.3705902
4645,4688,Mary,Lam,Corporate,California,Hesperia,3313 Silver Expressway,92345,34.4225960,-117.3035660
4646,4689,Sandra,Smith,Corporate,Maryland,Baltimore,5434 Bright Square,21215,39.3512993,-76.6827011
4647,4690,Nicholas,Adams,Home Office,Nevada,Las Vegas,8212 Grand Autoroute,89119,36.0984192,-115.1332703
4648,4691,Phillip,Petty,Corporate,Maryland,Fort Washington,6953 Lazy Beacon Circuit,20744,38.7426643,-76.9917984
4649,4692,Mary,Smith,Home Office,Puerto Rico,Caguas,2731 Gentle Dale Pointe,00725,18.2276440,-66.3705216
4650,4693,Wayne,Evans,Corporate,New York,Brooklyn,8881 Indian Dale Townline,11220,40.6416893,-74.0169296
4651,4694,Mary,Rivera,Corporate,Texas,Del Rio,8666 Dewy Valley,78840,29.7731018,-100.6121979
4652,4695,Hannah,Guerra,Consumer,Puerto Rico,Caguas,911 Rustic Round,00725,18.2753048,-66.3705978
4653,4696,Mary,Smith,Corporate,Missouri,Ballwin,2650 Hidden Common,63021,38.5882607,-90.4971008
4654,4697,Kathryn,Singh,Consumer,Puerto Rico,Caguas,6774 Noble Branch Knoll,00725,18.2319717,-66.3705673
4655,4698,Mary,Collier,Corporate,Texas,College Station,7947 Sunny Pathway,77840,30.6075993,-96.3168488
4656,4699,William,Smith,Corporate,Puerto Rico,Caguas,660 Harvest Bay,00725,18.2097874,-66.3705292
4657,4700,Mary,Campbell,Corporate,Colorado,Greeley,9695 Misty Court,80631,40.4123192,-104.6923523
4658,4701,Joyce,Barker,Corporate,Puerto Rico,Caguas,8566 Harvest Heath,00725,18.2295094,-66.3705292
4659,4702,Mary,Smith,Home Office,California,Napa,9380 Blue Ledge,94558,38.3020172,-122.1991196
4660,4703,Shirley,Lewis,Consumer,Puerto Rico,Caguas,6001 Silver Bear Park,00725,18.2342854,-66.3705750
4661,4704,Henry,James,Consumer,New York,Freeport,8344 Misty Gate Acres,11520,40.6548653,-73.5870743
4662,4705,Mary,Smith,Consumer,Puerto Rico,Caguas,6967 Cinder Pond Gate,00725,18.2419987,-66.3705597
4663,4706,Mary,Neal,Consumer,Missouri,Ballwin,1905 Broad Apple Highway,63021,38.5882607,-90.4971008
4664,4707,Victoria,Smith,Corporate,Illinois,Harvey,3593 Blue Brook Acres,60426,41.8272514,-87.7790985
4665,4708,Mary,Martin,Corporate,Oregon,Roseburg,3412 Blue Beach,97470,43.2055626,-123.3465195
4666,4709,Jesse,Robinson,Consumer,Puerto Rico,Caguas,7597 Iron River Green,00725,18.2230148,-66.3705978
4667,4710,Mary,Briggs,Corporate,California,Daly City,3632 Bright Fawn Stead,94015,37.6959839,-122.4800415
4668,4711,Ryan,Smith,Corporate,Texas,Pharr,6315 Quiet Willow Vale,78577,26.1976242,-98.1914520
4669,4712,Nicholas,Pope,Consumer,Puerto Rico,Caguas,5338 Emerald Lagoon Manor,00725,18.2293472,-66.3705750
4670,4713,Jack,Smith,Corporate,New Jersey,Passaic,1134 Iron Shadow Passage,07055,40.6443596,-74.2458801
4671,4714,Mary,Finley,Home Office,Florida,Miami,8187 Fallen Embers Mall ,33177,25.8500824,-80.1979523
4672,4715,Kenneth,Smith,Corporate,Illinois,Plainfield,9800 Honey Oak Mews,60544,41.6086388,-88.2020416
4673,4716,Edward,Cooper,Corporate,Puerto Rico,Caguas,4579 Cotton Walk,00725,18.2082710,-66.3705139
4674,4717,Mary,Sanders,Consumer,New York,Buffalo,4903 Lazy Parkway,14221,42.9666214,-78.7419434
4675,4718,Stephanie,Wagner,Consumer,Puerto Rico,Caguas,9375 Round Wood,00725,18.2098484,-66.3705902
4676,4719,Mary,Mcintosh,Consumer,Florida,Hollywood,4565 Honey Leaf Estates,33023,25.9795399,-80.1942291
4677,4720,Carolyn,Smith,Consumer,Puerto Rico,Caguas,1217 Indian Embers Corner,00725,18.2413139,-66.3705978
4678,4721,Scott,Keith,Consumer,Illinois,Chicago,7291 Thunder Hills Knoll,60629,41.7773552,-87.6966324
4679,4722,Sara,Mclean,Home Office,Missouri,Saint Louis,4381 Honey Mount,63136,38.6640892,-90.2401047
4680,4723,Terry,Smith,Corporate,New York,Webster,3751 Heather Townline,14580,42.4216766,-79.3046570
4681,4724,Mary,Nelson,Corporate,Puerto Rico,Caguas,8399 Lazy Anchor Boulevard,00725,18.2382698,-66.3705063
4682,4725,Gerald,Camacho,Corporate,Georgia,Lawrenceville,7518 Noble Parkway,30044,33.9418526,-84.0866318
4683,4726,Mary,Smith,Corporate,Puerto Rico,Caguas,381 Dusty Street,00725,18.2247448,-66.3706207
4684,4727,Amanda,Estes,Consumer,Hawaii,Honolulu,9254 Thunder Meadow,96822,21.3056202,-157.8386993
4685,4728,Mary,Smith,Consumer,Puerto Rico,Caguas,1764 Thunder View Quay,00725,18.2739563,-66.3704987
4686,4729,Robert,Kaufman,Corporate,Florida,Miami,1017 Round Ledge,33142,25.8041306,-80.2290802
4687,4730,Karen,Smith,Corporate,Florida,Miami,3915 Broad Lookout,33162,25.9288693,-80.1628723
4688,4731,Hannah,Thompson,Corporate,Puerto Rico,Caguas,6269 Harvest Shadow Meadow,00725,18.2325630,-66.3706207
4689,4732,Mary,Pierce,Corporate,Arizona,Glendale,6412 Velvet Bank,85301,33.5384483,-112.1977921
4690,4733,Diane,Smith,Home Office,Missouri,Saint Louis,2877 Thunder Spring Isle,63136,38.7362137,-90.2552872
4691,4734,Teresa,Wilson,Consumer,California,Los Angeles,9541 Heather Hills Square,90027,34.1259461,-118.2910156
4692,4735,Mary,Harris,Corporate,Puerto Rico,Caguas,8860 Indian Highway,00725,18.2513619,-66.3705978
4693,4736,Zachary,Collins,Corporate,Louisiana,New Orleans,7129 Harvest Arbor,70119,29.9857807,-90.0664520
4694,4737,Mary,Mendoza,Corporate,Puerto Rico,Caguas,6390 Harvest Crest,00725,18.2176571,-66.3705673
4695,4738,Thomas,Smith,Consumer,Illinois,Chicago,5777 Pleasant Common,60630,41.8947487,-87.7697754
4696,4739,Mary,Jimenez,Home Office,Puerto Rico,Bayamon,1564 Iron Front,00957,18.3801193,-66.1831284
4697,4740,Willie,Wolfe,Consumer,North Carolina,Greenville,3481 Crystal Campus,27858,35.5705948,-77.3522873
4698,4741,Mary,Smith,Home Office,Puerto Rico,Caguas,9731 Honey Fox Towers,00725,18.2355728,-66.3706131
4699,4742,Bobby,Mcknight,Consumer,California,Oceanside,1440 Wishing Point,92057,33.2254868,-117.3070679
4700,4743,Mary,Smith,Corporate,District of Columbia,Washington,7111 Cotton Blossom Estates,20009,38.9914932,-77.0492935
4701,4744,Cynthia,Rodriguez,Corporate,Puerto Rico,Caguas,5731 Golden Cider Pike,00725,18.2051239,-66.3706207
4702,4745,Mary,Brock,Consumer,Tennessee,Antioch,3493 Rocky Trail,37013,36.0810051,-86.6870575
4703,4746,Jean,Smith,Corporate,California,Walnut,236 Dusty Bay,91789,34.0141983,-117.8547363
4704,4747,Janice,Thomas,Corporate,Illinois,Chicago,9128 Green Spring Ramp,60645,41.7036057,-88.7689591
4705,4748,Mary,Smith,Corporate,Puerto Rico,Caguas,8610 Fallen Lake Line,00725,18.2816010,-66.3706284
4706,4749,Michelle,Terry,Corporate,Texas,Plano,8094 Blue Path,75023,33.0541306,-96.7440262
4707,4750,Mary,Smith,Consumer,West Virginia,Martinsburg,9406 Old Lagoon Canyon,25401,39.4123039,-78.0623093
4708,4751,Brandon,Rowland,Consumer,Puerto Rico,Caguas,4675 Cozy Way,00725,18.2224064,-66.3705978
4709,4752,Mary,Smith,Consumer,New Jersey,Passaic,9391 Old Branch Court,07055,40.8600159,-74.1245499
4710,4753,Diana,Cooper,Consumer,Missouri,Saint Louis,3971 Velvet Nook,63129,38.4885635,-90.3473816
4711,4754,Mary,Santana,Consumer,New York,Freeport,5656 Noble Lookout,11520,40.6548653,-73.5870743
4712,4755,Betty,Smith,Consumer,Puerto Rico,Caguas,1557 Harvest Forest Trace,00725,18.2371979,-66.3705368
4713,4756,Mary,Stanley,Corporate,New York,Brooklyn,9776 Emerald End,11229,40.6023789,-73.9549713
4714,4757,George,Smith,Corporate,Louisiana,New Orleans,4074 Burning River Corners,70117,29.9677429,-90.0349426
4715,4758,Mary,Mendoza,Corporate,Georgia,Stockbridge,4221 Merry Highlands,30281,33.5944252,-84.1232910
4716,4759,Charles,Lowe,Corporate,Puerto Rico,Caguas,421 Pleasant Diversion,00725,18.2224197,-66.3704987
4717,4760,Cynthia,Smith,Home Office,Illinois,Chicago,5674 Burning Willow Extension,60621,41.7727699,-87.6350327
4718,4761,Mary,Shannon,Consumer,Puerto Rico,Caguas,8289 Emerald Pike,00725,18.2448750,-66.3705978
4719,4762,Cynthia,Smith,Consumer,Michigan,Ypsilanti,6715 Indian Walk,48197,42.2439880,-83.6199112
4720,4763,Mary,Byrd,Consumer,West Virginia,Martinsburg,6322 Cotton Cloud Drive,25401,39.6379547,-78.1195602
4721,4764,Christopher,Smith,Corporate,Puerto Rico,Caguas,3813 Grand Dale,00725,18.2605648,-66.3706131
4722,4765,Mary,Sweeney,Consumer,Connecticut,Milford,7570 Iron Fawn Square,06460,41.1966362,-73.0857773
4723,4766,Thomas,Smith,Home Office,Puerto Rico,Caguas,2650 Hidden Common,00725,18.2182961,-66.3705368
4724,4767,Jennifer,Stephenson,Home Office,Pennsylvania,Washington,595 Sunny Line,15301,40.1771011,-80.2584686
4725,4768,Amanda,Hays,Home Office,Puerto Rico,Caguas,7213 Sleepy Cove,00725,18.2487125,-66.3706207
4726,4769,Mary,Smith,Consumer,California,Bakersfield,68 Foggy Timber Walk,93308,35.4327202,-119.0332794
4727,4770,Andrea,Malone,Corporate,Puerto Rico,Caguas,9928 High Sky Nook,00725,18.2258225,-66.3705673
4728,4771,Mary,Smith,Consumer,California,Martinez,5668 Thunder Wagon  Alley,94553,38.0128098,-122.1327438
4729,4772,Robert,Gonzalez,Corporate,New York,Rochester,2584 Round Square,14609,43.1882401,-77.5670624
4730,4773,Andrew,Smith,Corporate,Puerto Rico,Caguas,2563 Pleasant Quail Highway,00725,18.2459412,-66.3705826
4731,4774,Mary,Martinez,Corporate,Hawaii,Honolulu,3296 Indian Rise Carrefour,96822,21.3056202,-157.8386993
4732,4775,Walter,Wright,Consumer,Puerto Rico,Caguas,7668 Rustic Route,00725,18.2571468,-66.3704987
4733,4776,Mary,Potter,Consumer,North Carolina,Chapel Hill,805 Colonial Prairie Turnabout,27514,35.9082184,-79.0458527
4734,4777,David,Smith,Corporate,Puerto Rico,Caguas,3200 Honey Limits,00725,18.2113171,-66.3705597
4735,4778,Amy,Campbell,Consumer,New Jersey,Bridgeton,469 Middle Berry Abbey,08302,39.4260368,-75.2398529
4736,4779,Theresa,Turner,Corporate,Puerto Rico,Caguas,8172 Emerald Nectar Diversion,00725,18.2127094,-66.3704987
4737,4780,Mary,Castillo,Consumer,Hawaii,Honolulu,6517 Quiet Spring Hill,96818,21.3431530,-157.9066010
4738,4781,Janet,Smith,Consumer,Puerto Rico,Caguas,8617 Cinder Mountain Forest,00725,18.2553406,-66.3705063
4739,4782,Mary,Powell,Consumer,Nevada,Las Vegas,5735 Quaking Cider Highway,89108,36.1970215,-115.2236481
4740,4783,Shirley,Smith,Consumer,New York,South Richmond Hill,8335 Little Rise Downs,11419,40.6880531,-73.8241196
4741,4784,Mary,Williams,Consumer,Puerto Rico,Caguas,6336 Thunder Dale,00725,18.2730846,-66.3706055
4742,4785,Rachel,Price,Corporate,Louisiana,Kenner,9662 Foggy Anchor Pathway,70065,30.0380249,-90.2569199
4743,4786,Mary,Bond,Consumer,Puerto Rico,Caguas,8078 Foggy Butterfly Drive,00725,18.2083015,-66.3705750
4744,4787,Brian,Smith,Consumer,New Jersey,Morristown,9420 Honey Grove Mews,07960,40.7985840,-74.4823761
4745,4788,Mary,Charles,Consumer,Puerto Rico,Caguas,6728 Broad Dell,00725,18.2721176,-66.3705978
4746,4789,Kathleen,Richmond,Consumer,Ohio,Medina,1454 Blue Circuit,44256,41.1361847,-81.7390823
4747,4790,Mildred,Smith,Consumer,Maryland,Potomac,547 Quaking Cider Bay,20854,39.0563126,-77.1616592
4748,4791,Mary,Patton,Consumer,Florida,Hialeah,4696 Shady Mount,33010,25.8226605,-80.2801971
4749,4792,Dorothy,Montoya,Consumer,Puerto Rico,Caguas,7661 High Grove Rise,00725,18.2269955,-66.3705063
4750,4793,Cynthia,Macdonald,Corporate,Florida,Orlando,547 Quaking Cider Bay,32822,28.0820561,-80.5726624
4751,4794,Julia,Mosley,Consumer,California,Simi Valley,7832 Wishing Court,93063,34.2679138,-118.6712112
4752,4795,Mary,Smith,Consumer,North Dakota,Fargo,1812 Little Pine Parade,58103,46.8416138,-96.8080368
4753,4796,Kelly,Mcbride,Consumer,Puerto Rico,Caguas,3702 Burning Passage,00725,18.2707195,-66.3706284
4754,4797,Russell,Branch,Consumer,California,Pomona,7546 Gentle Branch Heights,91767,34.5063515,-117.6357422
4755,4798,Mary,Smith,Consumer,Texas,Plano,2002 Crystal Deer Concession,75093,33.0072060,-96.7318192
4756,4799,Paul,Jensen,Consumer,Hawaii,Honolulu,3902 Foggy Swale,96822,21.3056202,-157.8386993
4757,4800,Mary,Smith,Consumer,Puerto Rico,Caguas,786 Emerald Rise Place,00725,18.2884903,-66.3706131
4758,4802,Mary,Smith,Consumer,Puerto Rico,Caguas,4916 Honey Highlands,00725,18.2638493,-66.3706284
4759,4803,Kelly,Andrews,Consumer,California,Los Angeles,9447 Dusty Beacon Turnabout,90042,34.1143646,-118.1924820
4760,4804,Mary,Smith,Corporate,Florida,Jacksonville,415 Red Glade,32244,30.1992474,-81.7235336
4761,4805,Karen,Rivas,Corporate,Puerto Rico,Caguas,6286 Sunny Brook By-pass,00725,18.2813873,-66.3705139
4762,4806,Mary,Smith,Corporate,New York,Ridgewood,9221 Cotton Butterfly Terrace,11385,40.7007408,-73.8950882
4763,4807,Raymond,Rodgers,Corporate,California,Mission Viejo,3796 Lost Hollow,92691,33.6210480,-117.6759186
4764,4808,Mary,Smith,Corporate,Illinois,Chicago,7179 Fallen Creek Link,60624,41.8728714,-87.7158203
4765,4809,Elizabeth,Gonzales,Corporate,Puerto Rico,Caguas,8428 Honey Freeway,00725,18.2658768,-66.3706207
4766,4810,Mary,Smith,Corporate,Texas,El Paso,8866 Cotton Timber Meadow,79924,31.8946343,-106.4120712
4767,4811,Karen,Dunn,Corporate,California,Hollister,2721 Dewy Panda Manor,95023,36.8521996,-121.4447479
4768,4812,Nathan,Fritz,Corporate,Puerto Rico,Caguas,9794 Fallen Wagon  Front,00725,18.2139244,-66.3706131
4769,4813,Mary,Smith,Corporate,California,Chino,3510 Dusty Zephyr Range,91710,34.0116158,-117.7281189
4770,4814,Paul,Suarez,Corporate,California,Simi Valley,9 Fallen Hill,93065,34.2739105,-118.7662125
4771,4815,Jerry,Smith,Consumer,California,Los Angeles,4903 Lazy Parkway,90001,33.9793472,-118.2500534
4772,4816,Bruce,Short,Corporate,Puerto Rico,Caguas,7380 Hazy Timber Expressway,00725,18.2819061,-66.3705292
4773,4817,Mary,Hurley,Consumer,Illinois,Chicago,3867 Bright Zephyr Ledge,60639,41.9240189,-87.7538376
4774,4818,Stephanie,Smith,Corporate,California,Gardena,3495 Fallen Gardens,90247,33.8916473,-118.2994080
4775,4819,Mary,Porter,Corporate,Puerto Rico,Caguas,6575 Quiet Loop,00725,18.2561016,-66.3705368
4776,4820,Jennifer,Smith,Corporate,Maryland,Annapolis,2262 Grand Estates,21401,38.9891586,-76.5421982
4777,4821,Brittany,Rangel,Corporate,Puerto Rico,Caguas,9814 Middle Autumn Grounds,00725,18.2854443,-66.3705902
4778,4822,Mary,Smith,Corporate,New York,Brooklyn,9768 Indian Lake Pathway,11226,40.6475983,-73.9584580
4779,4823,Diana,Thomas,Corporate,California,Compton,436 Velvet Berry Row,90221,33.9031906,-118.2131882
4780,4824,Mary,Sanchez,Corporate,Puerto Rico,Caguas,4402 Burning Timber Ridge,00725,18.2970848,-66.3705978
4781,4825,Jack,Boyle,Corporate,California,Riverside,1124 Silent Pine Harbour,92503,33.9425888,-117.4573898
4782,4826,Roy,Smith,Corporate,Texas,Houston,4232 Wishing Creek Campus,77015,29.7805748,-95.1719971
4783,4827,Mary,Day,Consumer,Puerto Rico,Caguas,8944 Blue Wynd,00725,18.2653732,-66.3706284
4784,4828,Danielle,Leon,Consumer,Illinois,Des Plaines,4439 Colonial Vale,60016,42.0404816,-87.8892593
4785,4829,Mary,Smith,Consumer,California,Sunnyvale,7887 Hazy Timber Island,94087,39.1685677,-121.0644913
4786,4830,Henry,Jones,Corporate,Pennsylvania,Philadelphia,6051 Emerald Arbor,19131,39.9591713,-75.2429123
4787,4831,Mary,Smith,Corporate,Puerto Rico,Caguas,2893 Shady Drive,00725,18.2164574,-66.3705750
4788,4832,Raymond,Navarro,Consumer,California,Vallejo,8548 Sleepy Nectar Gardens,94591,38.1082916,-122.2123947
4789,4833,Mary,Smith,Consumer,Puerto Rico,Caguas,9221 Foggy Wagon  Wynd,00725,18.2979698,-66.3705292
4790,4834,Shirley,Miller,Corporate,Michigan,Detroit,4767 Red Thicket,48219,42.4010963,-82.9251328
4791,4835,Katherine,Diaz,Consumer,Tennessee,Memphis,9640 Golden Hill,38127,35.2048035,-89.7414169
4792,4836,Mary,Smith,Consumer,Puerto Rico,Caguas,8569 Umber Fox Common,00725,18.2018147,-66.3705063
4793,4837,Robert,Garcia,Consumer,Kentucky,Louisville,6281 Sunny View Cove,40214,38.1781998,-85.7645264
4794,4838,Mark,Frank,Consumer,Puerto Rico,Caguas,8791 Blue Arbor,00725,18.2196770,-66.3705368
4795,4839,Ashley,Smith,Consumer,Wisconsin,Milwaukee,2027 Thunder Creek Thicket,53215,43.0176048,-87.9546051
4796,4840,Mary,Marshall,Consumer,Texas,Irving,7130 Velvet Jetty,75061,32.8271599,-97.0061188
4797,4841,John,Warner,Consumer,Puerto Rico,Caguas,3050 Shady Mews,00725,18.2824764,-66.3706131
4798,4842,Rachel,Smith,Consumer,California,Pittsburg,6081 Burning Grounds,94565,38.0291405,-121.8859177
4799,4843,Mary,Sandoval,Consumer,Arizona,Glendale,1525 Quiet Leaf Corner,85301,33.5399437,-112.1772079
4800,4844,Lauren,Wu,Home Office,California,El Centro,9243 Round Extension,92243,32.7929535,-115.5588074
4801,4845,Douglas,Smith,Consumer,Puerto Rico,Caguas,378 Hidden View,00725,18.2300625,-66.3705826
4802,4846,Mary,Lambert,Consumer,New York,Buffalo,1399 Dewy Expressway,14215,42.9412918,-78.8005524
4803,4847,Michael,Smith,Home Office,Puerto Rico,Caguas,9920 Little Lane,00725,18.2552815,-66.3705292
4804,4848,Jennifer,Morgan,Consumer,California,Watsonville,1985 Sunny Manor,95076,36.9339714,-121.7434616
4805,4849,Teresa,Baxter,Consumer,Puerto Rico,Carolina,3018 Middle Knoll,00983,18.4014301,-65.9736481
4806,4850,Mary,Smith,Consumer,New Jersey,Wayne,5735 Quaking Cider Highway,07470,39.9584198,-75.0593414
4807,4851,Kimberly,Mcgrath,Consumer,Puerto Rico,Caguas,164 Stony Field,00725,18.2187271,-66.3705444
4808,4852,Joshua,Smith,Consumer,Michigan,Highland Park,3095 Silver Lake Manor,48203,42.8525467,-85.8572159
4809,4853,Mary,Miller,Consumer,Puerto Rico,Caguas,6018 Velvet Branch Pike,00725,18.2316818,-66.3706360
4810,4854,Laura,Owens,Consumer,New York,Brooklyn,7293 Harvest Valley,11230,40.6281014,-73.9675903
4811,4855,Tyler,Key,Consumer,California,San Jose,1507 Dewy Quail Wharf,95123,37.2532311,-121.8241806
4812,4856,Mary,Smith,Corporate,Virginia,Woodbridge,1756 Quiet Estates,22192,38.6760712,-77.2670059
4813,4857,Nancy,Whitaker,Consumer,Puerto Rico,Caguas,1220 Tawny Glade,00725,18.2310085,-66.3705978
4814,4858,Mary,Smith,Consumer,Texas,Del Rio,5817 Green Hills Via,78840,29.5886345,-100.9591904
4815,4859,Michelle,Martinez,Corporate,Puerto Rico,Caguas,5662 Tawny Concession,00725,18.2051716,-66.3705063
